	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Ignavibacteriales;D_4__Melioribacteraceae;D_5__IheB3-7;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__uncultured;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.886017400274607	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.339529047368086	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.27596391859062	-16.0	-16.0	-16.0	-10.633242948087936	-16.0	-16.0	-9.241606892618158
D_0__Bacteria;D_1__Cloacimonetes;D_2__Cloacimonadia;D_3__Cloacimonadales;D_4__MSBL8;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.925942920933656	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Coleofasciculaceae;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-14.318260343712415	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;D_5__Calothrix PCC-6303;__	-16.0	-16.0	-16.0	-16.0	-7.797144590867211	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Nostocaceae;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.392234848584142	-14.318260343712415	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Phormidiaceae;__;__	-16.0	-16.0	-16.0	-13.169533592275016	-9.382107091588367	-16.0	-16.0	-16.0	-16.0	-16.0	-11.173230964955843	-4.434463083973439	-16.0	-16.0	-11.904571905340587
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae;D_5__Xenococcus PCC-7305;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.889621563874615
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.037392131224044	-16.0	-10.558261255402694	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Oxyphotobacteria Incertae Sedis;D_4__Unknown Family;D_5__uncultured;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.895296242680265	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Oxyphotobacteria Incertae Sedis;D_4__Unknown Family;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Nodosilineaceae;D_5__Nodosilinea PCC-7104;__	-16.0	-16.0	-16.0	-7.599677983944068	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Phormidesmiales;D_4__Phormidesmiaceae;D_5__Acrophormium PCC-7375;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.392234848584142	-16.0	-8.785671751505767	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-8.710101973637718	-16.0	-16.0	-16.0	-16.0	-12.452176878938051	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307;D_6__uncultured cyanobacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.721981166445728	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902;__	-9.010549297214872	-8.338195170962633	-12.12713455036639	-16.0	-5.624898277514777	-5.418780265959919	-5.348250641323798	-10.548982412997036	-9.867214378216895	-16.0	-9.336729697238724	-9.844747053281647	-9.996332248825054	-9.973298754681538	-16.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-8.233243705673884	-16.0	-16.0	-16.0	-16.0	-16.0	-11.980585887013447	-16.0	-8.460279348584844	-9.098829636765398	-10.241606892618158
D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.285319644667629	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter;D_6__uncultured bacterium	-16.0	-11.467478187907599	-16.0	-10.847605497387654	-16.0	-16.0	-16.0	-10.133944913718192	-14.452176878938051	-8.479841492465857	-8.252665432450248	-10.507712066004078	-3.2589158828879907	-10.821295661236489	-10.402071564811404
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-12.524235611824311	-16.0	-16.0	-6.604014826046293	-16.0	-16.0
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia;D_3__Chitinivibrionales;D_4__Chitinivibrionaceae;D_5__possible genus 03;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.379057411554724	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia;D_3__Chitinivibrionales;D_4__Chitinivibrionaceae;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.3409804202125	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Anoxybacillus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-10.469093874133923	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;__	-16.0	-16.0	-16.0	-8.67768049594534	-16.0	-6.872811896854627	-16.0	-8.81201681883083	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Fictibacillus;__	-16.0	-16.0	-16.0	-16.0	-7.305756205458253	-8.10844014534777	-16.0	-7.8120168188308305	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Family XI;D_5__Gemella;D_6__uncultured bacterium	-16.0	-16.0	-7.757900740700671	-16.0	-16.0	-16.0	-9.091214976111447	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus;__	-16.0	-16.0	-16.0	-16.0	-8.446237429008082	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae;D_5__Planococcus;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.724553977580491	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Salinicoccus;D_6__Salinicoccus roseus	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.364714037687712	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Salinicoccus;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.059859456159291	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-7.18084890550285	-16.0	-8.085356532234727	-16.0	-7.078662478217003	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;__	-16.0	-6.495934633956827	-16.0	-8.215337281888141	-8.81820620639504	-9.418780265959919	-16.0	-5.430041340273529	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae;D_5__Aerococcus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-10.469093874133923	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Alloiococcus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.280146168872356	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Atopostipes;__	-16.0	-16.0	-16.0	-16.0	-8.81820620639504	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Carnobacterium;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.025420456940024	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Desemzia;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.4335051955771	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;__;__	-16.0	-10.467478187907599	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.44278403798276	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae;D_5__Leuconostoc;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.046482072467853	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-8.082070751024677	-16.0	-16.0	-16.0	-16.0	-9.992745260300753	-16.0	-16.0	-16.0	-16.0	-16.0	-10.489534406061743
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 7;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.44278403798276	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__uncultured;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.306943667166884	-16.0	-16.0	-16.0	-16.0	-8.04828044736678	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.392234848584142	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.996332248825054	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Defluviitaleaceae;D_5__Defluviitaleaceae UCG-011;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.925942920933656	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.996332248825054	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Agathobacter;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-8.583740952758017	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Faecalibacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-8.67768049594534	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 1;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae;D_5__Cetobacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.939211882666397	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.306943667166884	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__Kiritimatiellales;D_4__Kiritimatiellaceae;D_5__R76-B128;D_6__uncultured bacterium	-9.662625993794565	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__WCHB1-41;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	-7.865118857693307	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-7.863855876229353	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;D_3__Lentisphaerales;D_4__Lentisphaeraceae;D_5__Lentisphaera;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.61038295766118	-16.0	-16.0	-7.457023930956435	-10.770746471837871	-9.617820625571325	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.980585887013447	-16.0	-12.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__Oligosphaerales;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.230797502462076	-16.0	-16.0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria;D_3__P.palmC41;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-11.092674566725234	-7.4478956241290115	-16.0	-16.0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);__;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-8.548117043027297	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Absconditabacteriales (SR1);__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.148335342270103	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__JGI 0000069-P22;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-12.882515687186443	-16.0	-16.0	-16.0	-16.0	-16.0	-8.848542694855944	-16.0	-8.354310610381999	-7.266340369347325	-7.448818376950509	-3.383095294108721	-11.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.810660885571135	-7.844747053281648	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.633242948087936	-9.273866224353963	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Campbellbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-13.980585887013447	-8.963391549780267	-10.858828725075119	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.507712066004078	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-8.477673955013488	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.335868834066247	-16.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;__;__;__	-16.0	-16.0	-9.624634209837206	-9.58457109155386	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured planctomycete;D_4__uncultured planctomycete;D_5__uncultured planctomycete;D_6__uncultured planctomycete	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.337787064561764	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.75090633334509	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__Phycisphaera;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.92274956528292	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__SM1A02;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.507712066004078	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__SM1A02;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.234693571597662	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage;__;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.055760914873511	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;__	-6.523561956057013	-6.85276834379239	-4.080919995383567	-10.710101973637718	-16.0	-7.2171464047902685	-5.695085939382667	-7.830164165541089	-7.594195883810479	-10.131918189045551	-10.810660885571135	-12.507712066004078	-10.07033283026883	-7.335868834066247	-6.467166593033289
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.032321287057878	-16.0	-16.0	-16.0	-16.0	-10.285319644667629	-16.0	-16.0	-8.874824561946534
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-6.8258880260303325	-16.0	-10.14322375612385	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.92274956528292	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rhodopirellula;D_6__uncultured bacterium	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rhodopirellula;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.392234848584142	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rubripirellula;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.280146168872356	-8.770746471837871	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.44278403798276	-16.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae;D_5__uncultured;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.227054318109674	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
