	MH1	MH2	MH3	MH4	MH5	MWS.H1	MWS.H2	MWS.H3	MWS.H4	MWS.H5	MWS1	MWS2	MWS3	MWS4	MWS5
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Tenderiales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.81201681883083	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-9.68217948400414
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiotrichales	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-8.510905421654812	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales	-16.0	-8.912889336229961	-16.0	-16.0	-16.0	-9.362196737593552	-16.0	-9.326589991660589	-16.0	-16.0	-6.449204426497135	-11.092674566725234	-8.617820625571325	-9.619661800066838	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales	-16.0	-16.0	-9.068240861312821	-9.999608590832704	-16.0	-9.814708942291059	-8.939211882666397	-11.326589991660589	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__	-11.054943416573325	-16.0	-16.0	-16.0	-16.0	-7.7407083608472815	-16.0	-10.227054318109674	-8.148396130760947	-10.524235611824311	-5.963777599326894	-9.005211725474894	-5.2019163824749475	-10.683792137486554	-16.0
D_0__Bacteria;D_1__Proteobacteria;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-6.873506046263072	-16.0	-8.44278403798276	-16.0
D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales	-16.0	-16.0	-16.0	-13.169533592275016	-16.0	-8.085356532234727	-16.0	-16.0	-16.0	-11.524235611824311	-7.395623386292291	-9.337787064561764	-5.417393535731668	-16.0	-16.0
D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Entomoplasmatales	-16.0	-16.0	-16.0	-16.0	-16.0	-4.807607885915914	-16.0	-10.674513295080896	-16.0	-16.0	-16.0	-16.0	-11.73329784299126	-16.0	-16.0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales	-16.0	-16.0	-16.0	-16.0	-16.0	-8.307748953571176	-16.0	-16.0	-16.0	-16.0	-9.173230964955843	-5.101152720649538	-7.7183475015252885	-9.236333160515333	-16.0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales	-16.0	-16.0	-16.0	-16.0	-16.0	-8.892711454292332	-7.975737758691511	-16.0	-16.0	-16.0	-7.958218073984994	-7.406174039542015	-8.925942920933656	-16.0	-16.0
D_0__Bacteria;__;__;__	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0	-10.059859456159291	-16.0	-16.0	-16.0	-16.0	-16.0	-16.0
